Time window [min.], STEP_DOMAIN, START_UPPER, STEP_UPPER, START_LOWER, STEP_LOWER, day,dataInstance,checkAircraftBreakdownPeriod,checkAircraftCapacity,checkAircraftCreation,checkAircraftSwap,checkAirportCapacity,checkCancellationofCreatedRotation,checkFixedFlights,checkFlight,checkItinerary,checkPassengerReac,checkRotation,Cost [EURO],Solution time [sec.],totalDelay,totalCancel,newFlight,taxiFlight,species
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,26.24850774,1500,3,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,27.26775002,1260,0,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,29.00788522,1260,0,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,27.78433871,1500,8,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,28.35289073,1500,8,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,29.52397609,1500,3,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,45.11985064,2580,0,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2123,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,45.07046628,2580,0,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2125,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,147.3757856,24180,1,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2125,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,146.6272066,24180,1,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2132,B_06,0,0,0,0,0,0,0,0,13618,5474,0,20592662.65,543.4112599,15780,99,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2128,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,325.5033398,0,8,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2145,B_01,0,0,0,0,0,0,0,0,14133,5645,0,17003379.9,621.0012872,15780,99,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2141,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2494568.9,380.4646959,42240,8,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2141,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,396.3239295,0,1,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2149,B_08,0,0,0,0,0,0,0,0,13958,5608,0,20313346.15,854.6265225,16800,95,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2149,XB01_DATA,0,0,0,0,0,0,0,0,16173,6905,57,19643490.15,846.1632645,19860,106,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2149,B_03,0,0,0,0,0,0,0,0,14813,5555,0,16875549.05,857.4349275,16800,95,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2149,XB03_DATA,0,0,0,0,0,0,0,0,15148,6955,103,25341882.95,868.1637776,19740,109,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2144,X03_DATA,0,0,0,0,0,0,0,0,19792,1616,0,5514912.2,547.0699921,55860,9,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2152,B_04,0,0,0,0,0,0,0,0,21103,7976,0,20282190.4,1078.75592,31140,127,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2153,B_09,0,0,0,0,0,0,0,0,18208,8123,0,24421705.85,1101.913659,31140,127,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2155,A05_6088570,0,0,0,0,0,0,0,0,17828,18986,0,17203890.35,1234.797695,91980,103,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2155,XA04_DATA,0,0,0,0,0,0,0,0,17903,12921,46,20263984.1,1258.459612,102000,102,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2155,A10_6088590,0,0,0,0,0,0,0,0,17137,14344,0,20249407.15,1260.988412,91980,103,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,XA02_DATA,0,0,0,0,0,0,0,0,18182,16830,46,17213047.9,1265.770564,102000,102,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,B_05,0,0,0,0,0,0,0,0,11586,34397,0,96433420.4,1268.27836,39780,367,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,XB02_DATA,0,0,0,0,0,0,0,0,11161,34487,45,96444065.9,1287.377242,34440,369,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,B_07,0,0,0,0,0,0,0,0,18021,11664,117,44826839.3,1293.613554,29640,209,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,B_02,0,0,0,0,0,0,0,0,21508,12107,117,36990553.7,1303.615962,29640,209,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2156,B_10,0,0,0,0,0,0,0,0,11178,34805,0,119849918.4,1318.582494,39780,367,-1,-1,Default pincer speed
901,60,3.00E+12,1.00E+11,40000,10000,20210321_2157,XB04_DATA,0,0,0,0,0,0,0,0,12538,36326,45,120861539.5,1321.1902,42720,395,-1,-1,Default pincer speed
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2200,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,30.59997725,1500,3,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,32.41148472,1260,0,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,34.48823047,1500,8,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,33.71917486,1500,3,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,32.75050926,1500,8,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,34.0261972,1260,0,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,43.1879034,2580,0,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2201,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,47.89480853,2580,0,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2202,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,135.8468223,24180,1,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2202,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,136.9604359,24180,1,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2207,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,401.0662065,0,8,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2213,B_01,0,0,0,0,0,0,0,0,14558,6316,0,17665145.4,749.6622238,19380,108,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2213,B_06,0,0,0,0,0,0,0,0,13790,6236,0,21319413.05,786.9760635,19380,108,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2214,B_03,0,0,0,0,0,0,0,0,16428,6496,0,17421103.75,825.9544606,21360,103,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2208,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,469.8411593,0,1,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2209,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2494568.9,530.0878971,42240,8,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2215,B_08,0,0,0,0,0,0,0,0,14640,6776,0,21076305.95,890.2182853,21360,103,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2215,XB01_DATA,0,0,0,0,0,0,0,0,16173,6905,57,19643490.15,923.2917669,19860,106,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2216,XB03_DATA,0,0,0,0,0,0,0,0,15148,6955,103,25341882.95,942.1551311,19740,109,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2212,X03_DATA,0,0,0,0,0,0,0,0,19792,1616,0,5514912.2,706.5445526,55860,9,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2218,B_09,0,0,0,0,0,0,0,0,16848,7853,0,24340991.95,1070.838357,29040,127,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2219,XA04_DATA,0,0,0,0,0,0,0,0,20785,11807,46,19151296.85,1126.108519,108120,101,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2219,A10_6088590,0,0,0,0,0,0,0,0,18918,13182,0,18950488.7,1146.159515,95220,98,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2219,XA02_DATA,0,0,0,0,0,0,0,0,22578,13950,46,16093281.2,1144.079329,108120,101,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2219,B_04,0,0,0,0,0,0,0,0,19318,7661,0,20175389.2,1150.248193,29040,127,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2220,A05_6088570,0,0,0,0,0,0,0,0,21369,15996,0,15924844.15,1191.934028,95220,98,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2221,B_07,0,0,0,0,0,0,0,0,18021,11664,117,44826839.3,1262.430034,29640,209,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2222,XB04_DATA,0,0,0,0,0,0,0,0,11609,35336,45,118493071.4,1291.901853,38580,379,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2223,B_02,0,0,0,0,0,0,0,0,21508,12107,117,36990553.7,1374.594346,29640,209,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2238,B_05,0,0,0,0,0,0,0,0,10584,34442,0,95409339,2265.40787,36840,361,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2238,XB02_DATA,0,0,0,0,0,0,0,0,10159,34532,45,95415984.5,2311.161397,31500,364,-1,-1,Faster pincer
901,60,3.00E+12,2.00E+11,40000,20000,20210323_2239,B_10,0,0,0,0,0,0,0,0,11014,34399,0,118013125,2327.522605,36840,361,-1,-1,Faster pincer
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2249,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,151.7860448,1260,0,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2249,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,156.0422134,1500,3,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2249,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,142.6280017,1260,0,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2249,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,151.0213103,1500,8,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2249,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,137.3010945,1500,8,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2250,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,137.5358233,1500,3,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2250,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,184.6632972,2580,0,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2250,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,168.6753831,2580,0,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2253,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,336.9383318,24180,1,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2253,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,338.4585602,24180,1,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2301,B_01,0,0,0,0,0,0,0,0,14133,5645,0,17003379.9,838.9432545,15780,99,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2302,B_06,0,0,0,0,0,0,0,0,13618,5474,0,20592662.65,918.5623538,15780,99,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2259,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,734.0550716,0,8,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2300,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2494568.9,772.1250803,42240,8,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2306,B_08,0,0,0,0,0,0,0,0,14213,5338,0,20308031.35,1156.794152,17160,95,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2306,B_03,0,0,0,0,0,0,0,0,15068,5555,0,16873008.95,1159.595796,17160,95,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2302,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,897.0355101,0,1,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2308,XB03_DATA,0,0,0,0,0,0,0,0,15148,6955,103,25341882.95,1232.452539,19740,109,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2308,XB01_DATA,0,0,0,0,0,0,0,0,16173,6905,57,19643490.15,1247.042206,19860,106,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2308,B_09,0,0,0,0,0,0,0,0,16253,8754,0,24786779.25,1283.292376,31620,128,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2309,B_04,0,0,0,0,0,0,0,0,18468,7710,0,20502079.35,1301.600832,31620,128,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2305,X03_DATA,0,0,0,0,0,0,0,0,19707,1616,0,5520837.2,1092.84652,55860,9,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2313,A05_6088570,0,0,0,0,0,0,0,0,23415,15850,0,15143457.75,1561.567581,109560,87,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2313,A10_6088590,0,0,0,0,0,0,0,0,21369,11882,0,17619356.15,1573.478402,109560,87,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2315,XA04_DATA,0,0,0,0,0,0,0,0,22210,13175,46,20308445.9,1671.21768,106920,101,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2315,XA02_DATA,0,0,0,0,0,0,0,0,22218,18048,46,17393106.6,1687.158191,106920,101,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2317,B_07,0,0,0,0,0,0,0,0,19126,11528,60,44314399.4,1807.911842,29760,206,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2318,B_02,0,0,0,0,0,0,0,0,22443,12015,60,36489466.4,1847.624812,29760,206,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2318,XB02_DATA,0,0,0,0,0,0,0,0,10826,33906,45,96342253.7,1859.738722,37020,383,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2319,B_10,0,0,0,0,0,0,0,0,12115,34443,0,119696589,1943.176226,42060,382,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2320,B_05,0,0,0,0,0,0,0,0,11846,33681,0,96322999.6,1943.271564,42060,382,-1,-1,Default pincer speed
961,60,3.00E+12,1.00E+11,40000,10000,20210321_2321,XB04_DATA,0,0,0,0,0,0,0,0,11690,36193,45,122004642.2,2038.112714,44520,402,-1,-1,Default pincer speed
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A03_6088570,0,0,0,0,0,0,0,0,4719,88,0,868443.25,13.5440011,1500,3,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A07_6088590,0,0,0,0,0,0,0,0,4797,0,0,213290.75,21.72663832,1260,0,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A02_6088570,0,0,0,0,0,0,0,0,5547,0,0,204762.3,21.59663081,1260,0,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,XA01_DATA,0,0,0,0,0,0,0,0,4719,178,0,1368313,21.5616293,1500,8,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A08_6088590,0,0,0,0,0,0,0,0,5482,90,0,1156623.45,21.9126544,1500,3,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,XA03_DATA,0,0,0,0,0,0,0,0,5482,403,0,1877251.15,22.29667926,1500,8,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A01_6088570,0,0,0,0,0,0,0,0,5281,0,0,31352.85,33.1654861,2580,0,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1131,A06_6088590,0,0,0,0,0,0,0,0,3877,0,0,35965.75,35.64967012,2580,0,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1133,A04_6088570,0,0,0,0,0,0,0,0,10963,354,0,449950.65,138.9883096,24180,1,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1133,A09_6088590,0,0,0,0,0,0,0,0,9365,265,0,517139.8,137.6702139,24180,1,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1136,X02_DATA,0,0,0,0,0,0,0,0,0,673,45,1901354.9,303.7000794,0,8,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1137,X01_DATA,0,0,0,0,0,0,0,0,14865,673,45,2494568.9,410.9508123,42240,8,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1137,X04_DATA,0,0,0,0,0,0,0,0,0,807,0,2610245.1,367.3630722,0,1,-1,-1,Faster pincer
961,60,3.00E+12,2.00E+11,40000,20000,20210324_1144,B_06,0,0,0,0,0,0,0,0,13790,6236,0,21319413.05,829.7988276,19380,108,-1,-1,Faster pincer
